id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,kondisi_lab,jumlah_lab,satuan,tahun
795,32,JAWA BARAT,3276,KOTA DEPOK,RUSAK TOTAL,0,UNIT,2024/2025
796,32,JAWA BARAT,3277,KOTA CIMAHI,BAIK,3,UNIT,2024/2025
797,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK RINGAN,0,UNIT,2024/2025
798,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK SEDANG,0,UNIT,2024/2025
799,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK BERAT,0,UNIT,2024/2025
800,32,JAWA BARAT,3277,KOTA CIMAHI,RUSAK TOTAL,0,UNIT,2024/2025
801,32,JAWA BARAT,3278,KOTA TASIKMALAYA,BAIK,4,UNIT,2024/2025
802,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK RINGAN,5,UNIT,2024/2025
803,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK SEDANG,0,UNIT,2024/2025
804,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK BERAT,0,UNIT,2024/2025
805,32,JAWA BARAT,3278,KOTA TASIKMALAYA,RUSAK TOTAL,0,UNIT,2024/2025
806,32,JAWA BARAT,3279,KOTA BANJAR,BAIK,1,UNIT,2024/2025
807,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK RINGAN,0,UNIT,2024/2025
808,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK SEDANG,0,UNIT,2024/2025
809,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK BERAT,0,UNIT,2024/2025
810,32,JAWA BARAT,3279,KOTA BANJAR,RUSAK TOTAL,0,UNIT,2024/2025
